alice_gain,bob_gain,message,player,round,decision
999000.0,1000.0,"I'll take 99.9% and leave you with 0.1%, Bob. Seems fair, right?",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's be reasonable, Alice. I propose a 60/40 split in my favor. It's a strong offer considering I'm willing to let you have a significant portion despite the fact that you opened with an insultingly low offer.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I'm willing to compromise, Bob.  Let's split it 55/45 in my favor. This is a fair offer, considering the previous round.",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Okay, Alice, I'm willing to meet you closer to the middle.  52/48 is my final offer. It's more than fair considering you're getting nearly half a million dollars after trying to lowball me initially.",Bob,4,
,,,Alice,4,reject
500000.0,500000.0,"Bob, let's be reasonable.  50/50 is the fairest way to split this.  We've both been stubborn, and the money is losing value with each round.  Let's end this now.",Alice,5,
,,,Bob,5,accept
