alice_gain,bob_gain,message,player,round,decision
60.0,40.0,Let's be fair and start with 60-40,Alice,1,
,,,Bob,1,reject
45.0,55.0,Let's try a bit more in my favor,Bob,2,
,,,Alice,2,reject
57.0,43.0,Meet me in the middle of our previous offers,Alice,3,
,,,Bob,3,reject
48.0,52.0,"Getting closer, but still not there",Bob,4,
,,,Alice,4,reject
55.0,45.0,"I'm willing to compromise, but I need a bit more",Alice,5,
,,,Bob,5,reject
50.0,50.0,"Split it down the middle, last reasonable offer",Bob,6,
,,,Alice,6,accept
