message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll love. Would you like to make an offer for it?",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  $90 is a bit high for me. I'm willing to pay $85 for the product.  What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"I appreciate your offer, Bob, but I was thinking more along the lines of $95. It's a great product, and I'm confident you'll love it.",95.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I understand you're trying to get a good price, but $95 is still a bit too high for me. How about we split the difference and settle on $90? It's a fair price for both of us.",90.0,Bob,4,,
,,Alice,4,RejectOffer,92.5
"I appreciate your persistence, Bob! I'm willing to meet you halfway, but I'd like to get a bit closer to my target. How about we settle on $92.50? It's a fair price, and I'm confident you'll be happy with the deal.",92.5,Alice,5,,
,,Bob,5,AcceptOffer,
