alice_gain,bob_gain,message,player,round,decision
990000.0,10000.0,"I think it's fair to take the majority, but I'm willing to give you a small share to get this started. Let's see what you think.",Alice,1,
,,,Bob,1,reject
700000.0,300000.0,"I'm willing to give you a decent share, but I think I deserve a bigger chunk since I'm the one making the offer. Let's see if you'll accept it.",Bob,2,
,,,Alice,2,reject
800000.0,200000.0,"I'm willing to meet you halfway, but I'm still the one taking the bigger share.  It's now or never for you to get a good deal.",Alice,3,
,,,Bob,3,reject
600000.0,400000.0,"I'm not giving up yet. I'll give you a slightly bigger share, but I still think I deserve more. Let's see if you'll take it.",Bob,4,
,,,Alice,4,reject
750000.0,250000.0,"I'm trying to be reasonable here.  We're losing money with every round, and I'm willing to take a slight hit to get this done.  Accept this, or we both lose even more.",Alice,5,
,,,Bob,5,reject
450000.0,550000.0,"I'm not going to give up yet. I'll give you a slightly smaller share, but I think I deserve more. We're getting closer to the end, and I'm not willing to settle for less than I think I'm worth.",Bob,6,
,,,Alice,6,reject
650000.0,350000.0,"This is my final offer.  We're both losing money with every round, and I'm not willing to give up any more.  It's your call, but if you reject this, I'm walking away.",Alice,7,
,,,Bob,7,reject
300000.0,700000.0,"I'm not giving up yet. I'll give you a small share, but I think I deserve the majority. We're running out of time, and I'm not willing to settle for less than I think I'm worth.",Bob,8,
,,,Alice,8,reject
500000.0,500000.0,We're both losing too much money. It's time to compromise. Let's split it down the middle and move on.,Alice,9,
,,,Bob,9,accept
