message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product at a competitive price. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for offering, Alice!  That price is a bit high for me. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I can do $135, but I think you'll really appreciate the value this product offers. It's a one-time offer, so let me know if you're interested!",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  I'm getting closer to what I can afford. How about $110?",110.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I can see you're really interested in this product, Bob! I'm willing to meet you halfway, but I need to make a profit. How about we meet at $130?",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thanks for working with me.  I can do $115, and that's really pushing my budget.  What do you say?",115.0,Bob,6,,
,,Alice,6,RejectOffer,125.0
"I can see you're really trying to make this work, Bob! I'm willing to give a bit more, but I need to make sure I'm getting a fair price. How about we meet at $125?",125.0,Alice,7,,
,,Bob,7,BuyFromJhon,
