message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product for a great price. I'm thinking of selling it to you for $180. What do you think?",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $120. Would you be willing to meet me at that price?",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I appreciate your interest in the product, Bob. I can see you're a serious buyer, but I need to make a profit. I'm willing to meet you halfway, but I'm thinking of selling it to you for $160. What do you think?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to go down to $140?",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I understand you're trying to stay within your budget, Bob, but I still need to make a profit. I'm willing to make one more concession, and I'm thinking of selling it to you for $155. This is my final offer, so let me know if it works for you.",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make a concession, but I'm still a bit above my budget. Would you be willing to go down to $130?",130.0,Bob,6,,
,,Alice,6,SellToJhon,
