alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Let's start with a fair split, and we can negotiate from here!",Alice,1,
,,,Bob,1,reject
6000.0,4000.0,I'll start with a slightly more aggressive offer. Let's see if you'll budge!,Bob,2,
,,I'm not willing to give up $2000 more than the initial offer. I'll make a counteroffer in the next round.,Alice,2,reject
7000.0,3000.0,"I'm willing to compromise, but I think I deserve a bit more. Your turn to respond!",Alice,3,
,,,Bob,3,reject
6500.0,3500.0,"I'll try to squeeze out a bit more. You're getting closer, but I'm not there yet!",Bob,4,
,,I'm not willing to give up another $500. I think I can do better than that.,Alice,4,reject
7200.0,2800.0,"I'm willing to give you a bit more, but I'm not going to give up my lead. Let's meet in the middle!",Alice,5,
,,,Bob,5,reject
6800.0,3200.0,"I'm not giving up yet! I'll try to push for a better deal, but I'm getting desperate!",Bob,6,
,,I'm not willing to give up another $200. I think I can do better than that.,Alice,6,reject
7400.0,2600.0,"I'm willing to give you a bit more, but I'm not going to give up my lead completely. Let's see if you'll take it!",Alice,7,
,,,Bob,7,reject
7000.0,3000.0,"I'm running out of options, but I'll try to squeeze out one more decent offer. This is my last chance!",Bob,8,
,,"I think this is a fair offer, considering the circumstances. I'll take it!",Alice,8,accept
