alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it fairly, I think this is a good starting point",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I think this is a fair split, let's take it",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'm willing to compromise, let's meet in the middle",Alice,3,
,,,Bob,3,reject
45.0,55.0,"I'm willing to meet you in the middle, but I think I deserve a bit more",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Let's split it 50/50, it's getting late in the game",Alice,5,
,,,Bob,5,accept
