alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split it fairly, we can negotiate further if you want",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Meet me halfway, let's see if you'll accept",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I'm willing to compromise, but I think I deserve a bit more",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"You said you wanted to compromise, I'm meeting you halfway now",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,"I'm willing to compromise further, but I still think I deserve a bit more",Alice,5,
,,,Bob,5,reject
4800.0,5200.0,"You're not budging, I'll try to get the upper hand now",Bob,6,
,,,Alice,6,accept
