alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's split it evenly this time.  Fair is fair.,Bob,2,
,,,Alice,2,reject
58.0,42.0,"You didn't take my first offer, now it's a bit more expensive",Alice,3,
,,,Bob,3,reject
45.0,55.0,I think we can both do better than this. Let's try to reach an agreement closer to a 50/50 split.,Bob,4,
,,,Alice,4,reject
60.0,40.0,"Time is running out, I'm willing to take more",Alice,5,
,,,Bob,5,reject
40.0,60.0,"I'm willing to give you more, but we need to come to an agreement soon.  Let's split it 60/40 this time.",Bob,6,
,,,Alice,6,reject
62.0,38.0,"I'll take a bit more, it's getting worthless for me",Alice,7,
,,,Bob,7,reject
35.0,65.0,"Time is running out!  I'm willing to give you more, but we need to make a deal now. Let's split it 65/35 this time.",Bob,8,
,,,Alice,8,accept
