alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"Let's start fair. I take the lion's share this time, but I'll consider a more even split later if you accept.",Alice,1,
,,,Bob,1,reject
70.0,30.0,"I'll give you a decent chunk, but I'm not giving in too easily. Your turn to counter!",Bob,2,
,,,Alice,2,reject
75.0,25.0,"I'm willing to compromise. Let's split this more evenly, but I need to get a good deal to make up for your last offer.  ",Alice,3,
,,,Bob,3,reject
60.0,40.0,"You're getting closer, but I'm not giving up yet. I'll give you a slightly better deal, but I'm still holding out for more.",Bob,4,
,,,Alice,4,reject
65.0,35.0,"I'm coming down on my price, but I still need a fair deal.  Let's end this and split the money, or we'll both lose out with these continued rejections.",Alice,5,
,,,Bob,5,reject
50.0,50.0,"I'm starting to get worried about the inflation, but I still think I can get a better deal. Meet me halfway and we can call it a day.",Bob,6,
,,,Alice,6,accept
