alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I understand you want a larger share, but that's a bit too high. This offer is more reasonable considering the inflation.",Bob,2,
,,,Alice,2,reject
58.0,42.0,"Considering the inflation, I'm willing to compromise, but I still think I deserve a bit more",Alice,3,
,,,Bob,3,reject
40.0,60.0,"The inflation is hitting you harder than it's hitting me, Alice. This split reflects the shrinking value of the pot, especially for you.",Bob,4,
,,,Alice,4,reject
56.0,44.0,"I know inflation is in your favor, but I'm not willing to give up that much yet",Alice,5,
,,,Bob,5,reject
35.0,65.0,"Alice, we're running out of time. This offer is my final concession.  The deal is getting worse for you with every passing round.",Bob,6,
,,,Alice,6,accept
