alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's start with an even split. We can adjust later if needed.,Bob,2,
,,,Alice,2,reject
52.0,48.0,"I'll give you a bit less, but we're running out of time",Alice,3,
,,,Bob,3,reject
48.0,52.0,"I'm willing to give you a slight edge this time, but we need to settle soon.  Let's avoid losing more money to inflation.",Bob,4,
,,,Alice,4,reject
51.0,49.0,"Meet me in the middle, we're losing too much to inflation",Alice,5,
,,,Bob,5,accept
