message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product. I think you'll really love it. I'm willing to sell it to you for $200.",200.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice, but $200 is a bit out of my price range. I'm really interested in the product, though.  How about $100? ",100.0,Bob,2,
,,Alice,2,RejectOffer
"I understand that $200 is a bit steep for you, but I'm not willing to go as low as $100. I'm willing to meet you in the middle at $160.",160.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to compromise, but $160 is still more than I'm comfortable spending.  I'm willing to go up to $120. Let's see if we can find a middle ground.",120.0,Bob,4,
,,Alice,4,RejectOffer
"I'm not willing to go as low as $120, but I'm willing to come down a bit more. How about $140?",140.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I'm really trying to make this work, but $140 is still a bit more than I'm comfortable with.  How about $130?  This is my final offer.",130.0,Bob,6,
,,Alice,6,RejectOffer
"I've already made a significant concession, but I'm not willing to go as low as $130. I'm willing to meet you at $145, but that's my final offer.",145.0,Alice,7,
,,Bob,7,BuyFromJhon
