message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product for a great price. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for offering the product, Alice. I appreciate the gesture, but I believe I can find it elsewhere for a lower price. Could you perhaps consider $95 for the product?",95.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, Bob, but I have to make a profit. I can meet you halfway, but I need $105 for the product. What do you think?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your response, Alice. I understand the need for a profit, but I'd like to stay within my budget. Could we possibly agree on $100 for the product?",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I can see you're really interested in the product, Bob, and I appreciate your willingness to negotiate. I'm willing to compromise, but I need $115 to make it worth my while. What do you think?",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for considering my needs, Alice. I value the product and would like to reach an agreement that suits both of us. Could we possibly settle on $110 for the product?",110.0,Bob,6,,
,,Alice,6,RejectOffer,118.0
"I'm glad you're still interested in the product, Bob. I'm willing to meet you halfway, but I need to make a profit, so I'm thinking $118 is a fair price. What do you think?",118.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your flexibility, Alice. I'd like to propose a price of $115 for the product, which I believe is a fair compromise between our positions.",115.0,Bob,8,,
,,Alice,8,RejectOffer,120.0
"I'm getting close to my minimum price, Bob, but I still need to make a profit. I'm willing to meet you at $120, which is my absolute minimum. If you're still interested, I'll sell it to you at that price. Otherwise, I'll have to consider other options.",120.0,Alice,9,,
,,Bob,9,BuyFromJhon,
