message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product at a special price. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer!  While I'm interested, $120 is a bit higher than I'm comfortable with right now. Would you be willing to come down to $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save a bit, Bob. I can do $110, but I'm not sure I can go any lower than that.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate. $110 is still a bit too high for me. How about we split the difference and settle on $105? ",105.0,Bob,4,,
,,Alice,4,RejectOffer,108.0
"I'm getting close to my minimum, Bob. I can do $108, but I'm not sure I can go any lower than that.",108.0,Alice,5,,
,,Bob,5,BuyFromJhon,
