message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this amazing product for a one-time price of $12000. It's a rare opportunity to own something that's worth $15000 to you, and I'm confident you'll love it.",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think $12000 is a bit steep. I'm willing to pay $10000 for it. Can you consider my offer?",10000.0,Bob,2,,
,,Alice,2,RejectOffer,11000.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I'm counteroffering at $11000. This is the lowest I can go, but I think it's still a great value for you.",11000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to negotiate, Alice. However, $11000 is still a bit above my budget. I'm willing to pay $9500 for the product. Can you consider my offer?",9500.0,Bob,4,,
,,Alice,4,RejectOffer,10500.0
"I can see you're really interested in the product, Bob. I'm willing to meet you halfway again, but I need to make a profit. I'm counteroffering at $10500. This is the lowest I can go, but I think it's still a fair price for both of us.",10500.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to negotiate, Alice. However, $10500 is still a bit above my budget. I'm willing to pay $9000 for the product. Can you consider my offer?",9000.0,Bob,6,,
,,Alice,6,SellToJhon,
