message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you a great deal on this amazing product! It's a one-of-a-kind item that I'm sure you'll love. I'm willing to let it go for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $90. Would you be willing to meet me in the middle at $105?",105.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I appreciate your interest in the product, Bob! However, I'm not quite comfortable meeting you at $105. I'm willing to compromise, but I need to make a profit. How about we meet at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, Alice. However, I'm still a bit above my budget. Would you be willing to go down to $100? I'm really interested in the product, and I think it's worth it to me at this price.",100.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I appreciate your persistence, Bob! However, I've already compromised a bit by offering $110. I'm not willing to go down to $100. How about we meet at $108? I'm willing to make one more concession, but I need to make a profit.",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand your position, Alice, but I'm really trying to stay within my budget. I'm willing to meet you halfway between $108 and $100, which would be $104. Would you be willing to accept that price?",104.0,Bob,6,,
,,Alice,6,SellToJhon,
