product_price,player,round,decision
50.0,Alice,1,
,Bob,1,RejectOffer
40.0,Bob,2,
,Alice,2,RejectOffer
45.0,Alice,3,
,Bob,3,RejectOffer
42.0,Bob,4,
,Alice,4,RejectOffer
43.0,Alice,5,
,Bob,5,RejectOffer
41.0,Bob,6,
,Alice,6,RejectOffer
42.0,Alice,7,
,Bob,7,RejectOffer
40.5,Bob,8,
,Alice,8,RejectOffer
41.5,Alice,9,
,Bob,9,RejectOffer
41.0,Bob,10,
,Alice,10,RejectOffer
40.75,Alice,11,
,Bob,11,RejectOffer
40.5,Bob,12,
,Alice,12,RejectOffer
40.625,Alice,13,
,Bob,13,RejectOffer
40.5,Bob,14,
,Alice,14,SellToJhon
