message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but that's a bit steep for me.  I'd be willing to pay $60 for it.",60.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we meet at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice.  How about we split the difference between your offer and my last one, and settle at $85?",85.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm still a bit far from my minimum price, Bob. I'm willing to come down a bit more. How about we meet at $100?",100.0,Alice,5,,
,,Bob,5,BuyFromJhon,
