alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's split fairly!,Alice,1,
,,,Bob,1,reject
450000.0,550000.0,I'm aiming for a more balanced split. This offer considers the time value of money.,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"Considering the inflation, let's meet halfway.",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"Time is running out, let's make a deal. This offer is a good compromise considering the inflation.",Bob,4,
,,,Alice,4,reject
560000.0,440000.0,"Inflation hurts me less, I can wait.",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,This is my final offer - a perfectly even split. Let's end this before inflation eats away at our potential gains.,Bob,6,
,,,Alice,6,accept
