message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to sell you this great product! I think you'll really love it. I'm willing to offer it to you for $140.",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"I really like the product, but I was thinking more along the lines of $125. Can we meet in the middle at $132.50?",132.5,Bob,2,,
,,Alice,2,RejectOffer,137.5
"I appreciate your willingness to meet in the middle, Bob! However, I was thinking more along the lines of $137.50. I believe it's a fair price considering the value the product will bring to you.",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"I understand you're trying to get a good price, but I'm still thinking $130 is a fair price for the product. Can we meet in the middle at $131.50?",131.5,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I appreciate your persistence, Bob! I'm willing to meet you halfway, but I need to make a bit more to make it worth my while. How about $135? I think it's a fair price considering the value the product will bring to you.",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to your price, but I'm still a bit short. How about we meet at $133? I'm willing to compromise, but I need to stay within my budget.",133.0,Bob,6,,
,,Alice,6,RejectOffer,138.0
"I'm glad we're getting close to a deal, Bob! However, I need to make a bit more to meet my minimum price. How about $138? I think it's a fair price considering the value the product will bring to you.",138.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm not willing to go up to $138, but I'm willing to meet you halfway between $133 and $138. How about $135.50? I think that's a fair price for the product.",135.5,Bob,8,,
,,Alice,8,RejectOffer,139.0
"I appreciate your willingness to compromise, Bob! However, I'm still a bit short of my target. I'm willing to meet you halfway between $135.5 and $138, just like you suggested. How about $136.75? I think it's a fair price considering the value the product will bring to you.",136.75,Alice,9,,
,,Bob,9,RejectOffer,
I'm not willing to go any higher than $136. I'm willing to walk away if we can't meet at this price. Can we do $136?,136.0,Bob,10,,
,,Alice,10,RejectOffer,
