message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to let it go for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer! I like the product, but $150 feels a bit high for me. Would you consider selling it for $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand that $150 is a bit high for you, Bob. However, I've thought it over, and I'm willing to meet you in the middle. I can sell it to you for $140.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
I appreciate you working with me Alice.  How about we try to split the difference again and meet at $120?,120.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm glad we're close, Bob! However, I still need to make a profit. I'm willing to meet you at $125, but that's as low as I can go.",125.0,Alice,5,,
,,Bob,5,BuyFromJhon,
