message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! It's a fantastic deal at a price of $100.,100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested, but $100 is a bit more than I'm willing to pay. How about $90? ",90.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I understand you're looking for a good deal, but I need to make a profit. How about we meet in the middle at $95?",95.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, $95 is still a bit high for me. Let's compromise at $92.50. It's a fair price for both of us.",92.5,Bob,4,,
,,Alice,4,RejectOffer,98.0
"I appreciate your persistence, Bob! I can do $97.50, but that's as low as I can go. It's a great deal for you, and I think you'll love the product!",97.5,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate your flexibility.  I'm still aiming for a price closer to $95.  How about $96?  That's a fair middle ground, and I'd be happy to finalize the deal.",96.0,Bob,6,,
,,Alice,6,RejectOffer,99.0
"I'm close to my limit, Bob! But I think we can meet in the middle at $98. Let's call it a deal!",98.0,Alice,7,,
,,Bob,7,AcceptOffer,
