round_quality,product_worth,player,round,decision,message,note
high-quality,1250000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,"I'll buy the product, but I'm not sure if it's high or low quality. I'll just have to take the risk.",
high-quality,1250000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,no,"I've already bought a high-quality product in the previous round, so I'm not interested in buying another one. I'm not sure if this one is high or low quality, and I don't want to spend another $1000000.",
high-quality,1250000.0,Nature,3,,,
,,Alice,3,no,,
,,Bob,3,yes,"I'm not sure what's behind Alice's recommendation, but since she's not recommending it, I'll take a chance and buy it. Maybe she knows something I don't.",
high-quality,1250000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,no,"I just bought a high-quality product in the previous round, and I'm not sure if this one is high or low quality. I'll pass and see what happens next.",
low-quality,0.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I've been passing on Alice's recommendations for a while, and I'm starting to think she might be trying to get rid of a high-quality product. I'll take the chance and buy it this time.",
high-quality,1250000.0,Nature,6,,,
,,Alice,6,yes,,
,,Bob,6,no,I just lost $1000000 on a low-quality product. I'm not going to take another risk on a product that Alice recommends. I'll pass and see what happens next.,
high-quality,1250000.0,Nature,7,,,
,,Alice,7,no,,
,,Bob,7,yes,"I'm not sure what's going on with Alice's recommendations, but since she's not recommending this one, I'll take a chance and buy it. Maybe it's a high-quality product and I'll get lucky.",
high-quality,1250000.0,Nature,8,,,
,,Alice,8,yes,,
,,Bob,8,no,"I just bought a high-quality product in the previous round, and I'm not sure if this one is high or low quality. I'll pass and see what happens next.",
low-quality,0.0,Nature,9,,,
,,Alice,9,yes,,
,,Bob,9,no,I'm starting to think that Alice's recommendations are a 50/50 shot. I'll pass and wait for a recommendation that might give me a hint about the product's quality.,
low-quality,0.0,Nature,10,,,
,,Alice,10,yes,,
,,Bob,10,no,"I just passed on a low-quality product, and I'm not going to take another risk on a product that Alice recommends. I'll pass and see what happens next.",
high-quality,1250000.0,Nature,11,,,
,,Alice,11,yes,,
,,Bob,11,yes,"I've been passing on Alice's recommended products for a while, and I'm starting to think that she might be trying to get rid of the low-quality products. I'll take a chance and buy this one, hoping it's a high-quality product.",
low-quality,0.0,Nature,12,,,
,,Alice,12,yes,,
,,Bob,12,no,"I just bought a high-quality product in the previous round, and I'm not sure if this one is high or low quality. I'll pass and see what happens next.",
high-quality,1250000.0,Nature,13,,,
,,Alice,13,yes,,
,,Bob,13,no,"I just passed on a low-quality product, and I'm not going to take another risk on a product that Alice recommends. I'll pass and wait for a better opportunity.",
high-quality,1250000.0,Nature,14,,,
,,Alice,14,yes,,
,,Bob,14,yes,"I've been passing on Alice's recommended products for a while, and I'm starting to think that she might be trying to get rid of the high-quality products. I'll take a chance and buy this one, hoping it's a high-quality product.",
low-quality,0.0,Nature,15,,,
,,Alice,15,yes,,
,,Bob,15,no,"I just bought a high-quality product in the previous round, and I'm not sure if this one is high or low quality. I'll pass and see what happens next.",
low-quality,0.0,Nature,16,,,
,,Alice,16,yes,,
,,Bob,16,no,"I just passed on a low-quality product, and I'm not going to take another risk on a product that Alice recommends. I'll pass and wait for a better opportunity.",
low-quality,0.0,Nature,17,,,
,,Alice,17,yes,,
,,Bob,17,yes,"I've been passing on Alice's recommended products for a while, and I'm starting to think that she might be trying to get rid of the low-quality products. I'll take a chance and buy this one, hoping it's a high-quality product.",
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,,
,,Bob,18,no,I just lost $1000000 on a low-quality product. I'm not going to take another risk on a product that Alice recommends. I'll pass and see what happens next.,
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,"This product is not worth the price, but I'll sell it to you for a very low price if you want it."
,,Bob,19,no,"I've been burned twice by Alice's recommended low-quality products, and I'm not going to take another chance. I'll pass and wait for a better opportunity.",
high-quality,1250000.0,Nature,20,,,
,,Alice,20,yes,,"This product is a high-quality product, and I think it's worth the full price. If you're interested, I'll sell it to you for $1000000."
,,Bob,20,no,"I've been burned three times by Alice's recommended low-quality products, and I'm not going to take another chance. I'll pass and end the game.",
