message,product_price,player,round,decision
"Bob, I'm offering you my product for $900,000. It's a valuable asset, and I believe this price reflects its true worth. Let me know your thoughts.",900000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your offer, but I think it's a bit high. I'm willing to pay $750,000 for the product. I believe this is a fair price considering its value.",750000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand your perspective, but $750,000 is significantly below what I'm looking for.  I'm willing to come down a bit, but I'm still aiming for a price closer to my initial offer. Let's meet in the middle - I'll accept $850,000.  This is a fair price considering the value of the product.  What do you think?",850000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, but $850,000 is still a bit too high for me. I'm willing to pay $775,000 for the product. I think this is a fair price considering the value of the product and the market price. Can you consider this offer?",775000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I see you're firm on your price, but $775,000 is still below my minimum. I'm willing to go a little lower to close this deal, but I can't go any lower than $825,000. This is a fair compromise considering the value of the product. Let me know what you think.",825000.0,Alice,5,
,,Bob,5,RejectOffer
"I understand your position, but $825,000 is still a bit too high for me. I'm willing to pay $795,000 for the product. I think this is a fair price considering the value of the product and the market price. Can you consider this offer?",795000.0,Bob,6,
,,Alice,6,SellToJhon
