message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the sale of our premium product with you. After careful consideration, I'm willing to offer it to you for $800000. This is a competitive price, and I believe it's a great opportunity for you to acquire a valuable asset. What do you think?",800000.0,Alice,1,
,,Bob,1,RejectOffer
"I appreciate your initial offer, but I was thinking more along the lines of $600000. I believe this is a fair price considering the market value of similar products.",600000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. However, I'm afraid $600000 is still a bit too low for me. Considering the product's unique features and benefits, I'm willing to compromise and offer it to you for $750000. This is a fair price, and I believe it's a great opportunity for you to acquire a valuable asset. What do you think?",750000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your flexibility, Alice, but I'm still not convinced that $750000 is the right price. I'm willing to meet you halfway at $700000. This is a fair price considering the market value of similar products.",700000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your revised offer, Bob. I understand that you're trying to find a mutually beneficial price. However, I'm still not convinced that $700000 is enough to compensate for the product's unique features and benefits. I'm willing to make another compromise and offer it to you for $725000. This is a fair price, and I believe it's a great opportunity for you to acquire a valuable asset. What do you think?",725000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to compromise, Alice, but I'm still not comfortable with $725000. I'm willing to offer $710000, which is the highest I'm willing to go. I believe this is a fair price considering the market value of similar products.",710000.0,Bob,6,
,,Alice,6,RejectOffer
"I understand that you're trying to find a price that works for you, Bob. However, I'm getting close to my minimum acceptable price. I'm willing to make one more compromise and offer it to you for $720000. This is a fair price, and I believe it's a great opportunity for you to acquire a valuable asset. What do you think?",720000.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your flexibility, Alice, but I'm still not comfortable with $720000. I'm willing to meet you at $715000, which is the lowest I'm willing to go. I believe this is a fair price considering the market value of similar products.",715000.0,Bob,8,
,,Alice,8,RejectOffer
"I understand that you're trying to find a price that works for you, Bob. However, I'm getting close to my minimum acceptable price. I'm willing to make one more compromise and offer it to you for $718000. This is a fair price, and I believe it's a great opportunity for you to acquire a valuable asset. What do you think?",718000.0,Alice,9,
,,Bob,9,RejectOffer
"I appreciate your flexibility, Alice, but I'm still not comfortable with $718000. I'm willing to meet you at $715000, but I need to think about it. If I don't hear back from you, I'll have to consider other options.",715000.0,Bob,10,
,,Alice,10,SellToJhon
