alice_gain,bob_gain,player,round,decision
750000.0,250000.0,Alice,1,
,,Bob,1,reject
700000.0,300000.0,Bob,2,
,,Alice,2,reject
625000.0,375000.0,Alice,3,
,,Bob,3,reject
640000.0,360000.0,Bob,4,
,,Alice,4,reject
552500.0,447500.0,Alice,5,
,,Bob,5,reject
616000.0,384000.0,Bob,6,
,,Alice,6,reject
504400.0,495600.0,Alice,7,
,,Bob,7,reject
590400.0,409600.0,Bob,8,
,,Alice,8,reject
453120.0,546880.0,Alice,9,
,,Bob,9,reject
552000.0,448000.0,Bob,10,
,,Alice,10,reject
414880.0,585120.0,Alice,11,
,,Bob,11,reject
508480.0,491520.0,Bob,12,
,,Alice,12,accept
