message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really love it.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, thanks for the offer, but $150 is a bit high for me.  Would you consider a lower price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a better price, but I have to make a living too. I'm willing to meet you halfway, but I need to make at least $140 to break even. Can we meet in the middle at $130?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway. How about we settle at $110? That's a fair price for both of us.",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
I'm not willing to go any lower than $125. That's the lowest I can go. Can we meet at $125?,125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate you working with me on the price. $125 is still a bit high for my budget. How about we split the difference and settle at $117?",117.0,Bob,6,,
,,Alice,6,RejectOffer,129.0
"I'm getting close to my minimum price, but I'm still not willing to go any lower than $129. Can we meet at $129?",129.0,Alice,7,,
,,Bob,7,BuyFromJhon,
