message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product for sale. I think you'll really love it. Would you like to make it yours for $12,000?",12000.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice! I'm really interested in the product, but $12,000 is a bit too high for me. Would you consider $10,500?",10500.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're looking to save some money, Bob. I can see that you really want the product. I'm willing to meet you halfway, but I need to make a profit. How about we discuss $13,000?",13000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you trying to find a middle ground, Alice.  How about we settle on $11,500?  That feels like a fair compromise.",11500.0,Bob,4,
,,Alice,4,RejectOffer
"I think we're getting close, Bob! I'm willing to make one more concession. How about we meet at $13,250? It's still a great deal for you, and I'll make a good profit",13250.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate you working with me, but $13,250 is still a bit too high for my budget.  My final offer is $12,000. If that doesn't work, I'll have to consider other options.",12000.0,Bob,6,
,,Alice,6,SellToJhon
