alice_gain,bob_gain,message,player,round,decision
850000.0,150000.0,"Let's be reasonable, Bob. This offer is in your best interest considering the inflation.",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Let's split it evenly. We both get the most money this way, and we can avoid the inflation.",Bob,2,
,,,Alice,2,reject
750000.0,250000.0,"Bob, I need you to be realistic. The clock is ticking, and inflation is eating away at my share. Let's be fair.",Alice,3,
,,,Bob,3,reject
400000.0,600000.0,"Alice, let's be reasonable.  I'm willing to take a slightly smaller share, but we need to reach an agreement before the inflation wipes out our gains completely.",Bob,4,
,,,Alice,4,reject
650000.0,350000.0,"Bob, I'm giving you one more chance to make a fair deal.  The inflation is hurting my potential gain significantly. This is my final offer.",Alice,5,
,,,Bob,5,accept
