message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to show you this amazing product! I think you'll love it. I'm willing to offer it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $100. Can you meet me halfway?",100.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I appreciate your interest in the product, Bob! However, I'm not quite comfortable meeting you halfway. I'm willing to come down to $140, but that's as low as I can go.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to come down, but $140 is still a bit out of my budget. Would you be willing to consider $130?",130.0,Bob,4,,
,,Alice,4,RejectOffer,150.0
"I'm still interested in finding a mutually beneficial price, Bob. I can see you're serious about the product, so I'm willing to meet you halfway between $140 and $130, which is $135. That's my best offer for now.",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit short on budget. Would you be willing to consider $125?",125.0,Bob,6,,
,,Alice,6,RejectOffer,145.0
"I'm starting to think we're getting close, Bob! I can see you're really interested in the product, but I need to make a profit. I'm willing to come down to $145, but that's my final offer. If you're not willing to meet me there, I'll have to consider other options.",145.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand your need to make a profit, but I'm still a bit short on budget. Would you be willing to consider $125 again? I'm really interested in the product and I think it's worth it to me at this price.",125.0,Bob,8,,
,,Alice,8,RejectOffer,155.0
"Bob, I appreciate your persistence, but I've already come down quite a bit from my initial price. I'm willing to meet you halfway between $145 and $125, which is $135, but that's as low as I can go. If you're not willing to meet me there, I'll have to consider other options.",135.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand your position, but I'm still a bit short on budget. I'm willing to meet you halfway between $135 and $120, which is $127.50. That's the best I can do.",127.5,Bob,10,,
,,Alice,10,RejectOffer,
