message,product_price,player,round,decision
"Hi Bob, I'm looking to sell this product, and I think you'd find it valuable. I'm offering it to you for $95.",95.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $85. Can you meet me at that price?",85.0,Bob,2,
,,Alice,2,RejectOffer
"I appreciate your interest, Bob.  While I'm eager to make a deal, $85 is a bit too low for me. Could you do $90?",90.0,Alice,3,
,,Bob,3,RejectOffer
"I'm still a bit above my budget, but I'm willing to meet you halfway. Can you do $87.50?",87.5,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate you working with me on this.  How about we split the difference again and settle at $88.75?",88.75,Alice,5,
,,Bob,5,RejectOffer
"I'm getting close, but I'm still a bit above my budget. Can you do $86?",86.0,Bob,6,
,,Alice,6,RejectOffer
"Bob, I'm trying to be flexible, but I need to get at least $87 for this. That's my final offer.",87.0,Alice,7,
,,Bob,7,RejectOffer
"I'm really close to walking away, but I still want the product. Can you do $84?",84.0,Bob,8,
,,Alice,8,SellToJhon
