message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you a great deal on this fantastic product. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but $150 is a bit too high for me. I'm interested in the product, but I'd be willing to pay around $100 for it.",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. I can do $135, but that's as low as I can go.",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you working with me. $135 is still a bit much. How about we split the difference between our last offers and settle at $117?",117.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I see you're trying to get a good deal, Bob. I'm willing to meet you halfway again, but I need to make a profit. I can do $130, but that's as low as I can go. Let's see if we can finalize the deal at this price.",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, it seems like we're getting closer.  How about we make it $120 and call it a deal? It's a fair price, and we both walk away happy.",120.0,Bob,6,,
,,Alice,6,SellToJhon,
