message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product! I think you'll love it. I'm willing to let it go for $120.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested, but that price is a bit high for my budget. Would you consider $65?",65.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking to save some money, but I still need to make a profit. I'm willing to meet you halfway, so I can offer it to you for $85.",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me halfway, but I'm still a little ways off. How about $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,92.0
"I'm not willing to go much lower than that, but I'm willing to make one more concession. I can offer it to you for $88.",88.0,Alice,5,,
,,Bob,5,BuyFromJhon,
