message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you a great deal on this fantastic product! I think you'll really love it. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer! I really appreciate it. However, $150 is a bit out of my budget. I'm willing to pay $110 for the product. What do you think?",110.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"Thanks for the offer, Bob! I understand that $110 is a bit low for me. I'm willing to meet you halfway, so I can offer it to you for $135. This is the best price I can do, but I think you'll really like the product!",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $135 is still a bit too high for me. I'm willing to pay $125. This is my final offer, let me know what you think.",125.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"Bob, I understand you're trying to get the best deal, but I really need to make a profit on this sale. I'm willing to compromise a bit more, so I can offer it to you for $130. This is my final offer, and I think it's a great deal for both of us!",130.0,Alice,5,,
,,Bob,5,BuyFromJhon,
