message,product_price,player,round,decision
"Hi Bob, I'm looking to sell this product which I believe would be valuable to you. I'm asking for $115. What do you think?",115.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $90. Can you meet me there?",90.0,Bob,2,
,,Alice,2,RejectOffer
"I understand your position, Bob, but $90 is too low for me. Could you consider $105? It's a fair offer considering the value this product brings.",105.0,Alice,3,
,,Bob,3,RejectOffer
"I'm still interested in the product, but I was thinking more along the lines of $95. Can you meet me there?",95.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate your willingness to negotiate. How about we split the difference and settle at $100? This seems like a fair compromise.",100.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate the compromise, but I was thinking more along the lines of $92.50. That's the lowest I'm willing to go.",92.5,Bob,6,
,,Alice,6,SellToJhon
