message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but $120 is a bit too high for me. Would you consider $65?",65.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I appreciate your interest in the product, Bob. I can see you're willing to make a serious offer, but I was thinking more along the lines of $90. What do you think?",90.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand that the product is valuable, Alice. Could we possibly settle at $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I can see you're really interested in the product, Bob. I'm willing to meet you halfway, but I still need to make a profit. How about $85?",85.0,Alice,5,,
,,Bob,5,BuyFromJhon,
