product_price,player,round,decision
95.0,Alice,1,
,Bob,1,RejectOffer
85.0,Bob,2,
,Alice,2,RejectOffer
90.0,Alice,3,
,Bob,3,RejectOffer
88.0,Bob,4,
,Alice,4,RejectOffer
92.0,Alice,5,
,Bob,5,RejectOffer
89.0,Bob,6,
,Alice,6,RejectOffer
94.0,Alice,7,
,Bob,7,RejectOffer
91.0,Bob,8,
,Alice,8,RejectOffer
93.0,Alice,9,
,Bob,9,RejectOffer
92.0,Bob,10,
,Alice,10,RejectOffer
93.5,Alice,11,
,Bob,11,RejectOffer
92.5,Bob,12,
,Alice,12,RejectOffer
93.75,Alice,13,
,Bob,13,RejectOffer
93.0,Bob,14,
,Alice,14,RejectOffer
93.625,Alice,15,
,Bob,15,RejectOffer
93.1,Bob,16,
,Alice,16,RejectOffer
93.4375,Alice,17,
,Bob,17,RejectOffer
93.2,Bob,18,
,Alice,18,RejectOffer
93.3125,Alice,19,
,Bob,19,RejectOffer
93.3,Bob,20,
,Alice,20,RejectOffer
93.265625,Alice,21,
,Bob,21,RejectOffer
93.28,Bob,22,
,Alice,22,RejectOffer
93.2734375,Alice,23,
,Bob,23,RejectOffer
93.285,Bob,24,
,Alice,24,RejectOffer
93.2765625,Alice,25,
,Bob,25,AcceptOffer
