message,product_price,player,round,decision,new_offer
I'm excited to offer you this great product! I think you'll really love it.,140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice! I'm interested but I'm looking to spend a bit less. How about $130?",130.0,Bob,2,,
,,Alice,2,RejectOffer,145.0
"I'm glad you're interested in the product, Bob! I can see you're a savvy negotiator. I can meet you in the middle, but I need to make a profit, so I'm willing to go up to $142.50",142.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice,  I appreciate you meeting me halfway. I'm still a bit higher than where I'd like to be. Let's try $135.  This is a fair price for both of us.",135.0,Bob,4,,
,,Alice,4,RejectOffer,139.0
"I can see you're a persistent one, Bob! I'm willing to make one more concession, but I need to make sure I'm not leaving money on the table. I can do $138, and that's as low as I'm willing to go",138.0,Alice,5,,
,,Bob,5,AcceptOffer,
