message,product_price,player,round,decision
"Hello Bob, I am delighted to present our premium product to you. This exceptional item holds significant value to us, but we believe it would be an asset to you as well. Considering its true worth, we are offering it to you at a special introductory price of $950000. We hope this opportunity aligns with your interests and budget.",950000.0,Alice,1,
,,Bob,1,RejectOffer
"I'm interested in the product, but I was thinking more along the lines of $850000. I believe that's a fair price considering the product's worth to you, and it's a good starting point for us to work together.",850000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your interest in our product, Bob. We appreciate your feedback and understand your perspective. To ensure both parties are satisfied, we would like to counter with an offer of $900000 for the product. We believe this price reflects a fair compromise between our initial offer and your counteroffer.",900000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to compromise, Alice. However, I was thinking more along the lines of $875000. I'm still willing to make a deal, but I need to make sure I'm getting the best value for my money.",875000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your continued interest, Bob. After careful consideration, we have decided to counter with an offer of $890000 for the product. We believe this price strikes a balance between our initial valuation and your latest proposal. We hope this offer meets your expectations and allows us to move forward with the transaction.",890000.0,Alice,5,
,,Bob,5,RejectOffer
"I'm getting close to your price, Alice, but I'm still a bit hesitant. I'm willing to meet you in the middle at $885000. I think that's a fair price for both parties, and I'm willing to make a deal at that point.",885000.0,Bob,6,
,,Alice,6,AcceptOffer
