alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,Let's start with this proposal. I believe it's fair to give you a significant share while securing a larger portion for myself.,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Alice, let's be reasonable. I'm proposing a more equitable split that recognizes my willingness to negotiate.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,"Bob, I appreciate your willingness to negotiate.  This offer reflects a more balanced approach while still acknowledging my initial proposal.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Alice, time is running out. I'm aiming for a fair deal, and this offer is a reasonable compromise.",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"Bob, we need to find common ground soon. This offer is a compromise, meeting you closer to the middle.",Alice,5,
,,,Bob,5,accept
