message,product_price,player,round,decision
"Hello Bob! I'm excited to offer you this amazing product. I think it's a great fit for you, and I'm willing to let it go for $150.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for the offer, but $150 is a bit too high for me. I'd be willing to pay $100 for the product.",100.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, thanks for your offer, but I'm not willing to go as low as $100. I'm willing to meet you halfway and offer it to you for $130.",130.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway Alice, but I'm on a tight budget. How about $115?",115.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand you're on a tight budget, but I'm still not willing to go as low as $115. I'm willing to give you a slight discount and offer it to you for $125.",125.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate the discount, but I have a hard limit at $115. This is my final offer, and I think it's a fair price.",115.0,Bob,6,
,,Alice,6,RejectOffer
"Hi Bob, I understand you've made a final offer, but I'm not willing to sell it to you for $115. I'm willing to meet you at $118, which is the lowest I'm willing to go.",118.0,Alice,7,
,,Bob,7,AcceptOffer
