alice_gain,bob_gain,message,player,round,decision
7000.0,3000.0,"Fair split, let's start with this",Alice,1,
,,,Bob,1,reject
6000.0,4000.0,I'll give you a slightly better offer this time,Bob,2,
,,,Alice,2,reject
6500.0,3500.0,I'll give you a slightly better offer this time,Alice,3,
,,,Bob,3,reject
5800.0,4200.0,"Getting closer to a deal, but I'm still looking for a better split",Bob,4,
,,,Alice,4,reject
6200.0,3800.0,"I'm getting closer to my target, but I'm still willing to compromise",Alice,5,
,,,Bob,5,reject
5500.0,4500.0,"I'm not budging much, but I'm willing to meet you halfway",Bob,6,
,,,Alice,6,accept
