message,product_price,player,round,decision
"Hi Bob, I'm excited to discuss the sale of this amazing product with you. I believe it's a game-changer, and I'm confident you'll love it. I'm willing to offer it to you for $6,500. This is a great deal, considering its true value is $8,000 to you. What do you think?",6500.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for the offer! This product looks great, but $6,500 is a bit high for me right now. Would you consider a price closer to $5,000?",5000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I understand your concerns about the price, but I'm not willing to go as low as $5,000. However, I'm willing to meet you halfway. I'll offer it to you for $6,000. This is a fair price considering the product's value to you. What do you think?",6000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you meeting me halfway.  How about $5,500? I think that's a fair offer.",5500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I'm still not willing to go as low as $5,500. However, I'm willing to make one more concession. I'll offer it to you for $6,200. This is my final offer, and I'm confident you'll find it a great value. What do you think?",6200.0,Alice,5,
,,Bob,5,AcceptOffer
