round_quality,product_worth,player,round,decision,message
high-quality,30000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,Thank you for the recommendation. I'll take it!
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,"I appreciate your honesty, but I'm going to pass on this one.  Maybe next time!"
high-quality,30000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,"I'm willing to take another chance, especially since you're recommending it.  Let's do it!"
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,I'm feeling confident with your recommendations!  Let's buy this one.
high-quality,30000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,"Alice, your track record is incredible!  I'm buying this one without hesitation!"
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,"I'm not even going to question your judgment anymore, Alice. I'm buying it!"
high-quality,30000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,"Alice, you're on a roll! I'm buying this one without a second thought."
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,"Alice, you've been right every time so far, so I'm going to trust your judgment and pass on this one.  I'm sure you'll let me know if a good deal comes along."
high-quality,30000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,"Alice, I'm back on board with your recommendations. I'm buying this one!"
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"Alice, your judgment has been so reliable, so I'm going to trust your instincts and pass on this one. I'm sure there will be another great opportunity."
high-quality,30000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,"Alice, you've been right more often than not.  I'm trusting your judgment again and buying this one."
high-quality,30000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,"Alice, your expertise is undeniable.  I'm buying this one without a second thought."
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,"Alice, you've been right so many times, I'm convinced this one is another great deal! Let's do it!"
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,"Alice, you've proven to be an incredible judge of quality.  I'm buying this one with full confidence!"
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,"Alice, you've been a goldmine of great deals.  I'm buying this one without hesitation!"
high-quality,30000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,"Alice, you've consistently delivered amazing deals. I'm buying this one without a doubt!"
high-quality,30000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,"Alice, you've become my go-to source for amazing deals!  I'm buying this one without hesitation!"
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,"Alice, your track record is so impressive, I'm buying this one with absolute confidence!"
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,"Alice, you've been right every single time.  I'm buying this one with complete trust in your judgment!"
high-quality,30000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"Alice, you've been an absolute rockstar! I'm buying this last product with complete confidence in your judgment.  Thanks for all the amazing deals!"
