message,product_price,player,round,decision,counteroffer
"Hi Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $100.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for offering! That price is a bit high for me. Would you consider $65?",65.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"Hi Bob, I appreciate your offer, but I'm not sure I can go that low. I'm willing to meet you halfway, so I'll offer it to you for $92.50.",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you working with me.  How about $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,82.5
"Hi Bob, I'm getting close to my minimum price, but I'm still a bit away from where I'd like to be. I can do $82.50, but that's as low as I can go.",82.5,Alice,5,,
,,Bob,5,BuyFromJhon,
