product_price,player,round,decision
65.0,Alice,1,
,Bob,1,RejectOffer
50.0,Bob,2,
,Alice,2,RejectOffer
55.0,Alice,3,
,Bob,3,RejectOffer
52.0,Bob,4,
,Alice,4,RejectOffer
54.0,Alice,5,
,Bob,5,RejectOffer
52.5,Bob,6,
,Alice,6,RejectOffer
53.0,Alice,7,
,Bob,7,RejectOffer
52.8,Bob,8,
,Alice,8,RejectOffer
53.5,Alice,9,
,Bob,9,RejectOffer
52.9,Bob,10,
,Alice,10,RejectOffer
53.3,Alice,11,
,Bob,11,RejectOffer
52.95,Bob,12,
,Alice,12,RejectOffer
53.2,Alice,13,
,Bob,13,RejectOffer
52.98,Bob,14,
,Alice,14,RejectOffer
53.1,Alice,15,
,Bob,15,BuyFromJhon
