message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. Would you like to make an offer on it?",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but that's a bit too high for me. Would you consider $70?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"Thanks for your offer, Bob. I can do $80, but I was thinking more along the lines of $82.5",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we meet in the middle at $76?",76.0,Bob,4,,
,,Alice,4,RejectOffer,80.0
"I can see you're serious about getting a good deal, Bob. I'm willing to meet you at $77.50, but I'm not going any lower than that.",77.5,Alice,5,,
,,Bob,5,AcceptOffer,
