message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you an incredible opportunity to acquire this exceptional product. It's a game-changer in its field, and I'm confident you'll find it valuable. I'm willing to sell it to you for $1200000.",1200000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice. I appreciate the value of the product you're offering. However, I believe we can come to a more agreeable price. I would like to propose a counteroffer of $800000.",800000.0,Bob,2,,
,,Alice,2,RejectOffer,1100000.0
"Thank you for your counteroffer, Bob. I appreciate your willingness to negotiate. However, I have to consider the value I've placed on the product, and I'm not willing to go as low as $800000. I'm willing to meet you halfway and offer it to you for $1100000.",1100000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand Alice, and I appreciate your willingness to compromise. I'd like to propose a counteroffer of $950000. This price reflects my valuation of the product and I hope it aligns with what you're willing to accept.",950000.0,Bob,4,,
,,Alice,4,RejectOffer,1050000.0
"Thank you for your revised offer, Bob. I appreciate your persistence, and I'm willing to meet you at $1050000. However, I'm still a bit hesitant to go that low, considering the product's value. I'm willing to make one more concession and offer it to you for $1050000, but I'm not sure if I can go any lower than that.",1050000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thank you for your continued flexibility. I appreciate your efforts to reach an agreement. I would like to propose a counteroffer of $1000000. This price is reflective of my assessment of the product's value and I hope it's within your consideration.",1000000.0,Bob,6,,
,,Alice,6,RejectOffer,1050000.0
"Bob, I appreciate your persistence, and I'm glad we're close to a deal. However, I'm still not willing to sell the product for $1000000. I'm willing to make one more concession and offer it to you for $1050000, but I'm not sure if I can go any lower than that. This is my final offer, and I hope you'll consider it.",1050000.0,Alice,7,,
,,Bob,7,RejectOffer,
"Alice, thank you for your final offer. I understand your position and I appreciate your willingness to negotiate. I would like to propose a counteroffer of $1025000. This price reflects my assessment of the product's value and I hope it's within your consideration.",1025000.0,Bob,8,,
,,Alice,8,RejectOffer,1050000.0
"Bob, I appreciate your continued interest in the product. However, I'm starting to feel that we're getting close to the point where I should consider other options. I'm willing to meet you at $1025000, but I'm not willing to go any lower. I'll make one more concession and offer it to you for $1025000, but I want to make it clear that if you don't accept, I'll be forced to consider other buyers. This is my last offer.",1025000.0,Alice,9,,
,,Bob,9,AcceptOffer,
