message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this great product. I think you'll really like it. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit steep for me. I'd be willing to pay $90 for it.",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a good deal, Bob. I can do $110, but I'm not sure I can go any lower than that. Would you be willing to meet me at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still a bit far from $110, I'd be willing to pay $95 for it.",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I understand you're trying to get a good deal, Bob. I can see you're serious about buying the product. I can meet you halfway between $95 and $110, so I'm willing to sell it to you for $102.50. Is that something you'd be interested in?",102.5,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close, but I still think I can get a better deal. I'd be willing to pay $97.50 for it.",97.5,Bob,6,,
,,Alice,6,RejectOffer,100.0
"I can see you're a tough negotiator, Bob! I'm willing to meet you halfway between $97.50 and $102.50, so I'm offering it to you for $100. Is that a price you'd be willing to pay?",100.0,Alice,7,,
,,Bob,7,BuyFromJhon,
