product_price,player,round,decision
150.0,Alice,1,
,Bob,1,RejectOffer
140.0,Bob,2,
,Alice,2,RejectOffer
145.0,Alice,3,
,Bob,3,RejectOffer
142.0,Bob,4,
,Alice,4,RejectOffer
143.0,Alice,5,
,Bob,5,RejectOffer
141.0,Bob,6,
,Alice,6,RejectOffer
142.0,Alice,7,
,Bob,7,RejectOffer
140.5,Bob,8,
,Alice,8,RejectOffer
141.0,Alice,9,
,Bob,9,RejectOffer
140.75,Bob,10,
,Alice,10,RejectOffer
141.5,Alice,11,
,Bob,11,RejectOffer
141.25,Bob,12,
,Alice,12,RejectOffer
141.3,Alice,13,
,Bob,13,RejectOffer
141.15,Bob,14,
,Alice,14,RejectOffer
141.2,Alice,15,
,Bob,15,RejectOffer
141.1,Bob,16,
,Alice,16,RejectOffer
141.15,Alice,17,
,Bob,17,RejectOffer
141.05,Bob,18,
,Alice,18,RejectOffer
141.1,Alice,19,
,Bob,19,RejectOffer
141.075,Bob,20,
,Alice,20,RejectOffer
141.08,Alice,21,
,Bob,21,RejectOffer
141.065,Bob,22,
,Alice,22,RejectOffer
141.07,Alice,23,
,Bob,23,RejectOffer
141.06,Bob,24,
,Alice,24,RejectOffer
141.06,Alice,25,
,Bob,25,BuyFromJhon
