message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll love. I'm willing to offer it to you for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit steep for me. I'd be willing to pay $90 for it. Can you consider my offer?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand that $90 is a bit low for me, but I'm willing to compromise. I can offer it to you for $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, but $105 is still a bit high for me. I'd be willing to pay $95 for the product. Can you consider my offer?",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm getting closer to your price, but I still need to make a profit. I can offer it to you for $100, which is my final compromise.",100.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your final compromise, but I'm still a bit hesitant to pay $100. I'd be willing to pay $92 for the product. Can you consider my offer?",92.0,Bob,6,,
,,Alice,6,RejectOffer,98.0
"I'm not willing to go any lower than $98, as it's still below my minimum price. I'm willing to meet you halfway, but I need to make a profit.",98.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand your concerns, but $98 is still a bit high for me. I'd be willing to pay $92.50 for the product. Can you consider my offer?",92.5,Bob,8,,
,,Alice,8,RejectOffer,97.0
"I'm not willing to go below $97, as it's my minimum price. I'm willing to make a slight concession, but I need to make a decent profit.",97.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand your position, but I'm still not comfortable with $97. I'd be willing to pay $96 for the product. This is my final offer. Can you consider it?",96.0,Bob,10,,
,,Alice,10,RejectOffer,
