message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for a great price! I think you'll really love it.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but $180 is a bit too high for me. I'm interested in the product, but I'm only willing to pay $100 for it.",100.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a better deal, but I'm willing to meet you halfway. I can do $160, which is the lowest I'm willing to go. Is that something you'd be interested in?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down, but $160 is still a little too high for me.  I'm happy to go up to $120. Let's see if we can make this work.",120.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm still not convinced we're at the right number, but I'm willing to make one more move. I can do $140, which is my final compromise. If you're still interested, let's make a deal!",140.0,Alice,5,,
,,Bob,5,BuyFromJhon,
