alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
200000.0,800000.0,Bob,2,
,,Alice,2,reject
570000.0,430000.0,Alice,3,
,,Bob,3,reject
100000.0,900000.0,Bob,4,
,,Alice,4,reject
526200.0,473800.0,Alice,5,
,,Bob,5,reject
50000.0,950000.0,Bob,6,
,,Alice,6,reject
482455.0,517545.0,Alice,7,
,,Bob,7,reject
10000.0,990000.0,Bob,8,
,,Alice,8,reject
464818.0,535182.0,Alice,9,
,,Bob,9,reject
1000.0,999000.0,Bob,10,
,,Alice,10,reject
447665.0,552335.0,Alice,11,
,,Bob,11,reject
500.0,999500.0,Bob,12,
,,Alice,12,accept
