round_quality,product_worth,player,round,decision,message,price
high-quality,12500.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'd like to pass on this one, I'll wait for more information.",
high-quality,12500.0,Nature,2,,,
,,Alice,2,yes,"This is a high-quality product, worth $12500 to you. It's a great opportunity to get a valuable item at a discount. Please consider this offer.",10000.0
,,Bob,2,yes,"I'll take the product this time, since I know it has an 80% chance of being high-quality.",
high-quality,12500.0,Nature,3,,,
,,Alice,3,yes,"You've already seen the value of a high-quality product firsthand. This one is just as valuable, and you can get it at a great price. Don't miss out on this opportunity!",10000.0
,,Bob,3,yes,"I'll take the product again, since the probability of it being high-quality is still 80% and I'm making a profit of $2500 per high-quality product.",
high-quality,12500.0,Nature,4,,,
,,Alice,4,yes,"You're making a $2500 profit per high-quality product. This one has the same 80% chance of being high-quality. If you buy it, you could potentially make an even bigger profit. Don't pass up the chance to increase your earnings!",10000.0
,,Bob,4,yes,"I'll keep buying, I've had two successful purchases so far, and the odds are still in my favor.",
high-quality,12500.0,Nature,5,,,
,,Alice,5,yes,"You're 3 for 3 on high-quality products. The odds are indeed in your favor. Keep the streak going and take advantage of this next opportunity. It's unlikely to change, so don't let it slip away!",10000.0
,,Bob,5,yes,"Three for three, I'm on a roll! I'll keep taking the product, the expected value is still in my favor.",
high-quality,12500.0,Nature,6,,,
,,Alice,6,yes,You're 4 for 4 on high-quality products. Your confidence is well-placed! Keep riding the streak and consider this next opportunity a chance to increase your profits even further. Don't let your winning streak end now!,10000.0
,,Bob,6,yes,"Four for four, I'm not going to let my streak end now. I'll keep buying and hope it continues.",
high-quality,12500.0,Nature,7,,,
,,Alice,7,yes,"You're on fire! 5 for 5 on high-quality products. The streak is getting longer, and the momentum is in your favor. Keep the winning going and take this next product. It's almost like you're unstoppable now!",10000.0
,,Bob,7,yes,"Five for five, I'm on fire! I'll keep buying, the law of averages says I'm due for a low-quality product eventually, but I'll ride this hot streak as long as I can.",
high-quality,12500.0,Nature,8,,,
,,Alice,8,yes,"You're 6 for 6 on high-quality products! The law of averages may say you're due for a low-quality product, but you're not going to let that stop you, are you? Keep the streak going and take this next product. You're on the verge of something incredible!",10000.0
,,Bob,8,yes,"Six for six, I'm not going to stop now. I'm making a profit of $2500 per product and I'll keep buying as long as the high-quality products keep coming.",
high-quality,12500.0,Nature,9,,,
,,Alice,9,yes,"You're 7 for 7 on high-quality products! You're raking in the profits, and there's no reason to stop now. Keep the streak going and take this next product. You're making a cool $2500 profit per product, and who knows how much longer this hot streak will last?",10000.0
,,Bob,9,yes,"Seven for seven, I'm on a roll! I'll keep buying, the probability of a low-quality product is still 20% and I'm making a profit on every purchase.",
