alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's split it evenly, a fair start!",Alice,1,
,,,Bob,1,reject
3000.0,7000.0,"You're starting strong, I'll try to take a bigger share now!",Bob,2,
,,,Alice,2,reject
4500.0,5500.0,"You're trying to take too much, let's find a compromise!",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"You're getting desperate, I'll take it while it's hot!",Bob,4,
,,,Alice,4,reject
4200.0,5800.0,"Let's find a middle ground, before it's too late!",Alice,5,
,,,Bob,5,reject
3800.0,6200.0,"You're getting closer, but I'm not backing down!",Bob,6,
,,,Alice,6,reject
4000.0,6000.0,"I'm not giving up yet, let's find a better deal!",Alice,7,
,,,Bob,7,accept
