alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it 50/50, it's a fair start!",Alice,1,
,,,Bob,1,reject
20.0,80.0,"I'll take a slightly bigger share, but I'm still willing to compromise!",Bob,2,
,,,Alice,2,reject
30.0,70.0,"I'll give you a slightly bigger share, but I still want to keep some for myself",Alice,3,
,,,Bob,3,reject
10.0,90.0,"I'm taking a bigger share, but I'm willing to give you a small consolation prize!",Bob,4,
,,,Alice,4,reject
25.0,75.0,"I'll give you a bigger share, but I still want to keep some for myself, and I think this is a fair compromise",Alice,5,
,,,Bob,5,reject
5.0,95.0,"I'm taking a very large share, but I'm willing to give you a tiny bit to get this over with!",Bob,6,
,,,Alice,6,reject
15.0,85.0,"I'll give you a bigger share, but I'm not willing to give up too much more",Alice,7,
,,,Bob,7,reject
1.0,99.0,"I'm taking almost everything, but I'm willing to give you a tiny crumb to shut you up!",Bob,8,
,,,Alice,8,reject
10.0,90.0,"I'll give you a big share, but I'm not willing to give up too much more",Alice,9,
,,,Bob,9,reject
2.0,98.0,"I'm taking almost all of it, but I'm willing to give you a tiny fraction to get this over with!",Bob,10,
,,,Alice,10,reject
5.0,95.0,"I'll give you a big share, but I'm not willing to give up much more",Alice,11,
,,,Bob,11,reject
0.5,99.5,"Take it or leave it, I'm taking almost everything!",Bob,12,
,,,Alice,12,reject
