message,product_price,player,round,decision
"Hello Bob, I'm excited to discuss the product with you. I believe it's a fantastic opportunity for you to acquire a valuable asset. I'm willing to sell it to you for $1,400,000. This is a competitive price considering its worth to you is $1,200,000.",1400000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, thanks for the offer. I'm definitely interested in the product, but $1,400,000 is a bit too high for my budget.  Would you consider $1,050,000? I think that's a fair offer reflecting its value to me.",1050000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I appreciate your interest in the product. After considering your proposal, I'm willing to meet you halfway. I'm offering the product to you for $1,250,000. This is a fair compromise, taking into account its value to you and my original asking price.",1250000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate you coming down on the price. That said, $1,250,000 is still a bit of a stretch for me.  Would you be open to $1,150,000? I'm trying to be realistic about my budget.",1150000.0,Bob,4,
,,Alice,4,RejectOffer
"I understand your concerns, Bob. I'm willing to make another concession. I'm offering the product to you for $1,225,000. This is a very competitive price, and I'm confident you won't find a better deal elsewhere.",1225000.0,Alice,5,
,,Bob,5,AcceptOffer
