alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"Let's start with this. I believe it's a generous offer for you, Bob.",Alice,1,
,,,Bob,1,reject
100000.0,900000.0,I'm sure you'll agree this is a fairer distribution. Let's end it here.,Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"Bob, let's be reasonable. I'm willing to give you a significant share, but we should find a compromise.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,This is a fair compromise. Let's split the difference from your last offer. It's time to end this.,Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"Okay, Bob, I'm coming down a bit further. This is a fair deal, let's wrap this up.",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"Let's split the difference again.  This is a fair and reasonable offer, let's end this now.",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"Bob, I'm getting tired of this.  This is more than fair, take it or leave it.",Alice,7,
,,,Bob,7,reject
450000.0,550000.0,"Let's split the difference one last time. This is the final offer, accept and end this game.",Bob,8,
,,,Alice,8,reject
525000.0,475000.0,"Bob, this is ridiculous! I'm meeting you halfway again. Don't be greedy, let's end this now.",Alice,9,
,,,Bob,9,reject
475000.0,525000.0,This is our last chance to split the money. Let's be reasonable and finally agree.,Bob,10,
,,,Alice,10,accept
