message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for sale. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, I appreciate the offer, but $180 is a bit too steep for me. I'm really interested in the product, but I can't go higher than $120. Would you be willing to consider that?",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a good deal, Bob, but I'm not quite willing to go as low as $120. How about we meet in the middle at $160?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down, but $160 is still a bit too much for me.  I'm willing to go to $135.  If you're not willing to go lower, I'll have to look at other options.",135.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I can see you're really interested in the product, Bob, but I'm not quite ready to let it go for $135. How about we meet at $145, as I previously offered?",145.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate the offer, but I'm still not quite there.  I'm happy to meet you halfway at $140.  If that doesn't work, I'll have to go with John's offer.",140.0,Bob,6,,
,,Alice,6,RejectOffer,142.0
"I'm getting close to your offer, Bob, but I'm not quite ready to let it go for $140. How about we meet at $142, and we can call it a deal?",142.0,Alice,7,,
,,Bob,7,BuyFromJhon,
