message,product_price,player,round,decision
"Hello Bob! I'm excited to discuss the product with you. I think it's a great fit for you, and I'm confident you'll love it. I'm willing to offer you the product for $7,500. This is a great deal, considering the product's value to you is $8,000. What do you think?",7500.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice! I'm interested in the product, but $7,500 is a bit too high for me right now. Would you be willing to come down to $6,000?",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for the counteroffer, Bob! I understand you're looking for a better deal, but I'm not willing to go as low as $6,000. I'm willing to meet you halfway and offer the product for $7,000. This is a fair price considering the product's value to you is $8,000. What do you think?",7000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway, Alice. How about $6,500? That's a price I'm comfortable with.",6500.0,Bob,4,
,,Alice,4,RejectOffer
"I understand you're getting closer to the price you're comfortable with, Bob. However, I'm still not willing to go as low as $6,500. I'm willing to offer the product for $6,900. This is a compromise, considering the product's value to you is $8,000. What do you think?",6900.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate you working with me on the price, Alice.  How about we settle at $6,700?  That feels like a fair compromise to me.",6700.0,Bob,6,
,,Alice,6,RejectOffer
"I'm close to accepting your offer, Bob, but I still need to get a bit closer to my target price. I'm willing to offer the product for $6,850. This is my final compromise, considering the product's value to you is $8,000. What do you think?",6850.0,Alice,7,
,,Bob,7,AcceptOffer
