alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's split fairly, I'll take a bit more",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,Let's be fair and split it evenly.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"I'll give you a bit more, but I still want the bigger share",Alice,3,
,,,Bob,3,reject
5200.0,4800.0,This seems like a reasonable compromise.  Let's finish this.,Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Come on, meet me halfway between our last offers",Alice,5,
,,,Bob,5,reject
5000.0,5000.0,"Alice, let's stop wasting time. 50/50 is the fairest and we both lose if this fails.",Bob,6,
,,,Alice,6,accept
