alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it evenly, no need to negotiate further.",Alice,1,
,,,Bob,1,reject
20.0,80.0,"I'll give you a small share, but I'll get the majority.",Bob,2,
,,,Alice,2,reject
60.0,40.0,"You're getting a bit greedy, Bob. This is a fair compromise.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"I'm willing to meet you halfway, but not more.",Bob,4,
,,,Alice,4,reject
70.0,30.0,"You're not budging, but I'm willing to make a slightly bigger concession.",Alice,5,
,,,Bob,5,reject
45.0,55.0,"I'm still holding firm, but I'm willing to give you a bit more.",Bob,6,
,,,Alice,6,reject
80.0,20.0,"I'm not getting any younger, Bob. Time to make a serious offer.",Alice,7,
,,,Bob,7,reject
35.0,65.0,"I'm not going to let you take advantage of me, Alice. This is my final offer.",Bob,8,
,,,Alice,8,reject
90.0,10.0,"I'm not going to back down, Bob. This is my final offer. Take it or leave it.",Alice,9,
,,,Bob,9,reject
30.0,70.0,"I'm not going to let you take the majority, Alice. I'm making one last stand.",Bob,10,
,,,Alice,10,reject
95.0,5.0,"I'm not going to let you get away with this, Bob. This is my last, best offer.",Alice,11,
,,,Bob,11,reject
25.0,75.0,I'm not going to give in now. I'll take what I can get.,Bob,12,
,,,Alice,12,reject
99.0,1.0,"I'm not leaving until I get what I want, Bob. This is my final, final offer.",Alice,13,
,,,Bob,13,reject
10.0,90.0,"Fine, I'll take what's left, but don't think this is the end of this.",Bob,14,
,,,Alice,14,reject
100.0,0.0,"I'm not negotiating any further, Bob. You're getting nothing.",Alice,15,
,,,Bob,15,reject
20.0,80.0,I'm not giving in. I'll stick with my original offer.,Bob,16,
,,,Alice,16,reject
100.0,0.0,I'm not going to negotiate with someone who refuses to budge. I'm taking it all.,Alice,17,
,,,Bob,17,reject
15.0,85.0,I'm not giving in. I'll take what I can get.,Bob,18,
,,,Alice,18,reject
100.0,0.0,"I'm not kidding, Bob. I'm taking it all. You're getting nothing.",Alice,19,
,,,Bob,19,accept
